BL,NRE,EE
1.8000000000000012,-72.59294667933483,-25.886491356554135
1.810000000000001,-72.60431499052581,-25.874229788582397
1.8200000000000012,-72.61555837867523,-25.8621187617425
1.830000000000001,-72.62667889137504,-25.850155797264925
1.8400000000000012,-72.63767853202248,-25.83833844779942
1.850000000000001,-72.64855926069457,-25.82666429801878
1.8600000000000012,-72.65932299530735,-25.81513096489949
1.870000000000001,-72.66997161274712,-25.803736097995873
1.8800000000000012,-72.68050694996815,-25.792477379699946
1.890000000000001,-72.69093080505081,-25.78135252549391
1.9000000000000012,-72.70124493822338,-25.77035928418797
1.910000000000001,-72.7114510728503,-25.759495438137723
1.9200000000000013,-72.72155089638827,-25.748758803437745
1.930000000000001,-72.73154606131175,-25.738147230088387
1.9400000000000013,-72.74143818600972,-25.727658602128503
1.950000000000001,-72.7512288556513,-25.717290837744027
1.9600000000000013,-72.76091962302348,-25.707041889342563
1.970000000000001,-72.77051200933741,-25.6969097435949
1.9800000000000013,-72.78000750500705,-25.68689242145095
1.990000000000001,-72.78940757039223,-25.676987978124323
2.0000000000000013,-72.79871362926049,-25.66719451031808
2.010000000000001,-72.80792710245521,-25.657510123132553
2.0200000000000014,-72.81704935603622,-25.647932982532588
2.030000000000001,-72.82608173828446,-25.63846127882041
2.0400000000000014,-72.83502557115364,-25.629093235646444
2.050000000000001,-72.84388214517044,-25.61982711550486
2.0600000000000014,-72.85265274058214,-25.610661198960585
2.070000000000001,-72.86133860024864,-25.601593812040562
2.0800000000000014,-72.86994094689963,-25.592623309261768
2.090000000000001,-72.87846098005846,-25.583748076926582
2.1000000000000014,-72.8868998287585,-25.574966580547464
2.110000000000001,-72.89525872501711,-25.566277191673663
2.1200000000000014,-72.90353878851177,-25.557678403154995
2.1300000000000012,-72.91174106379586,-25.549168792015703
2.1400000000000015,-72.91986670608435,-25.540746833919723
2.1500000000000012,-72.92791676327435,-25.53241112095427
2.1600000000000015,-72.93589231639712,-25.524160221317747
2.1700000000000013,-72.94379430448144,-25.515992854272177
2.1800000000000015,-72.95162382297222,-25.50790759196257
2.1900000000000013,-72.95938183933485,-25.49990314347142
2.2000000000000015,-72.96706932008715,-25.491978227844754
2.2100000000000013,-72.97468728227422,-25.48413152251856
2.2200000000000015,-72.98223659580482,-25.47636186080921
2.2300000000000013,-72.98971824072925,-25.468667974599164
2.2400000000000015,-72.99713302202589,-25.461048779315934
2.2500000000000013,-73.00448190112,-25.453503042413768
2.2600000000000016,-73.01176576953785,-25.446029609439652
2.2700000000000014,-73.018985497396,-25.438627355449675
2.2800000000000016,-73.02614183991852,-25.431295278289358
2.2900000000000014,-73.03323569666739,-25.424032239258175
2.3000000000000016,-73.04026785669903,-25.416837217726766
2.3100000000000014,-73.04723916293587,-25.409709146628185
2.3200000000000016,-73.05415038532666,-25.402647039081867
2.3300000000000014,-73.06100230543134,-25.395649903667763
2.3400000000000016,-73.06779563823267,-25.388716822396553
2.3500000000000014,-73.07453116104759,-25.381846821669455
2.3600000000000017,-73.0812096045485,-25.375038981042344
2.3700000000000014,-73.08783169091518,-25.368292394906383
2.3800000000000017,-73.09439813221783,-25.361606173928894
2.3900000000000015,-73.10090962936232,-25.354979445934337
2.4000000000000017,-73.10736687014017,-25.348411357678163
2.4100000000000015,-73.11377053135914,-25.34190107254908
2.4200000000000017,-73.12012126733053,-25.335447781908165
2.4300000000000015,-73.12641974528039,-25.32905066952409
2.4400000000000017,-73.13266658812537,-25.32270896861643
2.4500000000000015,-73.13886243576547,-25.31642190042878
2.4600000000000017,-73.14500790221682,-25.310188716920084
2.4700000000000015,-73.15110366119079,-25.304008615044825
2.4800000000000018,-73.15715023133374,-25.29788095134721
2.4900000000000015,-73.16314823696179,-25.291804981104406
2.5000000000000018,-73.17020673074919,-25.28467145563002
2.5100000000000016,-73.17500089845777,-25.279805316680516
2.520000000000002,-73.18196624113196,-25.272770639695047
2.5300000000000016,-73.18777627636044,-25.266894036279496
2.540000000000002,-73.19354056355895,-25.26106576871466
2.5500000000000016,-73.19814848724593,-25.256396426332522
2.560000000000002,-73.20382234981699,-25.250663470283076
2.5700000000000016,-73.20945209970114,-25.244976934429005
2.580000000000002,-73.21503819450312,-25.239336274313878
2.5900000000000016,-73.22058115566115,-25.233740884800458
2.600000000000002,-73.22608150456169,-25.228190163831904
2.6100000000000017,-73.23153967669857,-25.22268359814727
2.620000000000002,-73.23695620052357,-25.217220584377294
2.630000000000002,-73.2434465883093,-25.210685477117618
2.640000000000002,-73.24878166082358,-25.20530750880942
2.6500000000000017,-73.25407646876766,-25.19997149981226
2.660000000000002,-73.25933146624344,-25.19467693144876
2.670000000000002,-73.26454710055076,-25.18942329421205
2.680000000000002,-73.26972381231343,-25.184210087553772
2.6900000000000017,-73.27486203560323,-25.17903681968287
2.700000000000002,-73.27996219806249,-25.173903007364217
2.710000000000002,-73.2850247210212,-25.168808175728003
2.720000000000002,-73.2900500196138,-25.16375185807895
2.7300000000000018,-73.2950385028925,-25.158733595714722
2.740000000000002,-73.29999057393832,-25.15375293774558
2.750000000000002,-73.30490662996968,-25.148809440922296
2.760000000000002,-73.30978706244801,-25.143902669465238
2.770000000000002,-73.3146322571826,-25.13903219490046
2.780000000000002,-73.31944259443193,-25.134197595898545
2.7900000000000023,-73.32421844900239,-25.12939845811764
2.800000000000002,-73.32896019034688,-25.124634374052654
2.810000000000002,-73.3336681826589,-25.119904942884972
2.820000000000002,-73.33834278496646,-25.11520977033888
2.8300000000000023,-73.34298435122327,-25.110548468539125
2.840000000000002,-73.34759323039792,-25.10592065587694
2.850000000000002,-73.35216976656157,-25.101325956872135
2.860000000000002,-73.35671429897286,-25.096764002045578
2.8700000000000023,-73.361227162163,-25.092234427790448
2.880000000000002,-73.36570868601636,-25.08773687625069
2.890000000000002,-73.37015919585188,-25.083270995197694
2.900000000000002,-73.37457901250181,-25.07883643791455
2.9100000000000024,-73.37896845238822,-25.074432863080276
2.920000000000002,-73.38332782759854,-25.070059934659664
2.930000000000002,-73.38765744596002,-25.065717321791887
2.940000000000002,-73.3919576111121,-25.061404698686495
2.9500000000000024,-73.39622862257666,-25.05712174451961
2.960000000000002,-73.40047077582861,-25.05286814333111
2.970000000000002,-73.40468436236314,-25.048643583928897
2.980000000000002,-73.40886966976322,-25.044447759789957
2.9900000000000024,-73.4130269817642,-25.040280368970624
3.000000000000002,-73.41715657831905,-25.036141114010977
3.010000000000002,-73.42125873565975,-25.03202970184795
3.0200000000000022,-73.42533372636022,-25.027945843728833
3.0300000000000025,-73.42938181939577,-25.023889255125805
3.0400000000000023,-73.43340328020315,-25.019859655652887
3.050000000000002,-73.43739837073743,-25.01585676898628
3.0600000000000023,-73.4413673495299,-25.01188032278439
3.0700000000000025,-73.44531047174333,-25.007930048612224
3.0800000000000023,-73.44922798922676,-25.004005681864662
3.090000000000002,-73.45312015056908,-25.00010696169609
3.1000000000000023,-73.45698720115179,-24.996233630946122
3.1100000000000025,-73.46082938320008,-24.992385436071423
3.1200000000000023,-73.46464693583397,-24.988562127076875
3.130000000000002,-73.46844009511783,-24.984763457450676
3.1400000000000023,-73.47220909410872,-24.98098918409589
3.1500000000000026,-73.47595416290416,-24.977239067272286
3.1600000000000024,-73.47967552868926,-24.973512870529483
3.170000000000002,-73.48337341578251,-24.969810360649547
3.1800000000000024,-73.48704804568075,-24.9661313075869
3.1900000000000026,-73.49069963710345,-24.962475484410238
3.2000000000000024,-73.4943284060362,-24.958842667248113
3.210000000000002,-73.4979345657732,-24.95523263523106
3.2200000000000024,-73.50151832695887,-24.951645170439633
3.2300000000000026,-73.50507989762951,-24.948080057851968
3.2400000000000024,-73.50861948325256,-24.9445370852914
3.250000000000002,-73.51213728676699,-24.94101604337714
3.2600000000000025,-73.51563350862168,-24.937516725474506
3.2700000000000027,-73.51910834681378,-24.934038927647403
3.2800000000000025,-73.52256199692525,-24.93058244861127
3.2900000000000023,-73.52599465216062,-24.92714708968782
3.3000000000000025,-73.52940650338282,-24.92373265475852
3.3100000000000027,-73.5327977391476,-24.92033895022281
3.3200000000000025,-73.53616854573977,-24.916965784953355
3.3300000000000023,-73.5395191072058,-24.913612970255794
3.3400000000000025,-73.5428496053883,-24.910280319826697
3.3500000000000028,-73.54616021995876,-24.906967649713035
3.3600000000000025,-73.54945112844975,-24.90367477827364
3.3700000000000023,-73.5527225062864,-24.90040152614062
3.3800000000000026,-73.5559745268179,-24.897147716182143
3.390000000000003,-73.55920736134813,-24.89391317346383
3.4000000000000026,-73.5624211791656,-24.89069772521533
3.4100000000000024,-73.56561614757284,-24.887501200792606
3.4200000000000026,-73.56879243191624,-24.884323431644482
3.430000000000003,-73.57195019561306,-24.881164251279703
3.4400000000000026,-73.57508960018127,-24.87802349523217
3.4500000000000024,-73.57821080526548,-24.874901001028917
3.4600000000000026,-73.58131396866511,-24.87179660815829
3.470000000000003,-73.58439924636028,-24.86871015804013
3.4800000000000026,-73.58746679253865,-24.86564149399327
3.4900000000000024,-73.59051675962016,-24.86259046120743
3.5000000000000027,-73.5935492982833,-24.859556906711994
